recv_time sog lng lat
2017-02-14 15:37:09 77 121.324985 31.550463
2017-02-14 15:37:21 77 121.325266 31.550305
2017-02-14 15:37:30 77 121.325605 31.550093
2017-02-14 15:37:39 78 121.326015 31.54984
2017-02-14 15:37:49 78 121.326395 31.5496
2017-02-14 15:37:59 78 121.326745 31.549393
2017-02-14 15:38:09 78 121.327066 31.549213
2017-02-14 15:38:59 79 121.32885 31.548148
2017-02-14 15:39:08 79 121.329165 31.547955
2017-02-14 15:39:20 79 121.32959 31.547695
2017-02-14 15:40:00 79 121.330988 31.546898
2017-02-14 15:40:09 80 121.331311 31.546706
2017-02-14 15:40:39 80 121.332378 31.546073
2017-02-14 15:41:31 80 121.334221 31.544946
2017-02-14 15:41:40 80 121.334506 31.544773
2017-02-14 15:42:08 80 121.335578 31.544118
2017-02-14 15:42:40 80 121.336658 31.543468
2017-02-14 15:42:59 80 121.337366 31.54303
2017-02-14 15:43:50 81 121.339238 31.541885
2017-02-14 15:43:59 81 121.339523 31.541715
2017-02-14 15:44:31 81 121.340673 31.541016
2017-02-14 15:44:51 81 121.341393 31.540593
2017-02-14 15:45:31 81 121.342855 31.539736
2017-02-14 15:45:40 81 121.343183 31.539536
2017-02-14 15:46:00 81 121.343916 31.539103
2017-02-14 15:46:30 81 121.34503 31.53845
2017-02-14 15:46:39 81 121.345356 31.538255
2017-02-14 15:46:50 81 121.345758 31.53801
2017-02-14 15:47:00 81 121.346085 31.537816
2017-02-14 15:47:31 81 121.347208 31.537141
2017-02-14 15:47:50 81 121.347925 31.536706
2017-02-14 15:48:00 81 121.348243 31.536508
2017-02-14 15:48:20 81 121.348996 31.536046
2017-02-14 15:48:31 81 121.349246 31.5359
2017-02-14 15:48:40 80 121.349665 31.535633
2017-02-14 15:49:18 80 121.351068 31.534728
2017-02-14 15:50:00 80 121.352485 31.533838
2017-02-14 15:50:19 80 121.353193 31.533398
2017-02-14 15:50:29 80 121.353548 31.533183
2017-02-14 15:50:40 80 121.3539 31.53296
2017-02-14 15:51:19 80 121.355306 31.532055
2017-02-14 15:51:40 80 121.356011 31.5316
2017-02-14 15:51:59 80 121.356713 31.531161
2017-02-14 15:52:50 80 121.358511 31.530031
2017-02-14 15:53:19 79 121.359526 31.5294
2017-02-14 15:53:29 79 121.35984 31.529205
2017-02-14 15:54:19 79 121.361613 31.528096
2017-02-14 15:55:19 79 121.363628 31.526791
2017-02-14 15:55:40 79 121.364371 31.526296
2017-02-14 15:55:50 79 121.364608 31.52614
2017-02-14 15:56:00 78 121.365048 31.525843
2017-02-14 15:57:19 79 121.367876 31.524236
2017-02-14 15:57:30 79 121.368275 31.523996
2017-02-14 15:57:40 79 121.36863 31.523773
2017-02-14 15:57:50 79 121.368986 31.523563
2017-02-14 15:58:09 79 121.369671 31.523166
2017-02-14 15:58:20 80 121.370035 31.522956
2017-02-14 15:58:30 80 121.370436 31.522735
2017-02-14 15:58:39 80 121.370795 31.522521
2017-02-14 15:59:10 80 121.371825 31.521911
2017-02-14 15:59:30 79 121.372571 31.521478
2017-02-14 15:59:40 79 121.372935 31.521285
2017-02-14 16:00:00 79 121.373675 31.520898
2017-02-14 16:01:00 79 121.375883 31.519755
2017-02-14 16:01:21 79 121.376621 31.519366
2017-02-14 16:02:20 79 121.378863 31.518175
2017-02-14 16:02:29 79 121.379118 31.518035
2017-02-14 16:02:39 79 121.379488 31.51784
2017-02-14 16:03:10 79 121.380623 31.517236
2017-02-14 16:03:29 79 121.381325 31.516876
2017-02-14 16:03:59 80 121.382485 31.516293
2017-02-14 16:04:21 79 121.38327 31.515895
2017-02-14 16:04:29 79 121.38357 31.515745
2017-02-14 16:04:40 80 121.383978 31.515536
2017-02-14 16:05:00 80 121.384715 31.515158
2017-02-14 16:05:09 79 121.385086 31.514968
2017-02-14 16:05:40 79 121.38621 31.514388
2017-02-14 16:05:50 80 121.386581 31.514191
2017-02-14 16:06:00 79 121.386953 31.513995
2017-02-14 16:06:20 79 121.387731 31.513605
2017-02-14 16:06:49 79 121.388801 31.513065
2017-02-14 16:07:31 78 121.390276 31.512303
2017-02-14 16:07:40 78 121.390643 31.512115
2017-02-14 16:07:49 78 121.391013 31.511928
2017-02-14 16:08:01 78 121.391421 31.511731
2017-02-14 16:08:20 78 121.392158 31.511365
2017-02-14 16:08:40 77 121.392858 31.511028
2017-02-14 16:08:51 77 121.393223 31.510831
2017-02-14 16:09:00 77 121.393608 31.510615
2017-02-14 16:09:20 77 121.394278 31.510253
2017-02-14 16:09:50 77 121.395356 31.509665
2017-02-14 16:10:19 77 121.396425 31.509078
2017-02-14 16:10:30 77 121.396778 31.508878
2017-02-14 16:10:40 77 121.397135 31.508686
2017-02-14 16:11:00 77 121.397861 31.508281
2017-02-14 16:11:39 78 121.399298 31.507606
2017-02-14 16:11:50 78 121.399673 31.507435
2017-02-14 16:12:30 79 121.40118 31.506745
2017-02-14 16:12:39 79 121.401558 31.506573
2017-02-14 16:13:10 80 121.402711 31.506075
2017-02-14 16:13:19 80 121.403095 31.505905
2017-02-14 16:13:39 80 121.403881 31.505576
2017-02-14 16:13:51 80 121.40427 31.505405
2017-02-14 16:14:20 80 121.405443 31.504895
2017-02-14 16:14:31 80 121.405868 31.50471
2017-02-14 16:14:39 80 121.40622 31.504558
2017-02-14 16:15:09 79 121.407396 31.504078
2017-02-14 16:15:19 79 121.407746 31.503926
2017-02-14 16:15:30 80 121.408213 31.503728
2017-02-14 16:15:40 80 121.408561 31.503581
2017-02-14 16:15:50 79 121.408948 31.503415
2017-02-14 16:16:18 80 121.410041 31.502883
2017-02-14 16:16:40 80 121.410845 31.502515
2017-02-14 16:17:00 80 121.411613 31.502163
2017-02-14 16:17:10 80 121.411996 31.501983
2017-02-14 16:17:30 81 121.412805 31.501603
2017-02-14 16:17:40 81 121.413153 31.501445
2017-02-14 16:17:48 81 121.413346 31.501356
2017-02-14 16:18:18 81 121.414676 31.500755
2017-02-14 16:18:31 81 121.41515 31.500541
2017-02-14 16:18:40 81 121.415505 31.500378
2017-02-14 16:18:59 82 121.4163 31.500028
2017-02-14 16:19:10 82 121.416703 31.499861
2017-02-14 16:19:18 82 121.417055 31.499691
2017-02-14 16:20:00 83 121.418601 31.498838
2017-02-14 16:20:18 83 121.41931 31.498426
2017-02-14 16:20:49 83 121.420445 31.497783
2017-02-14 16:20:59 83 121.420858 31.497548
2017-02-14 16:21:20 84 121.42163 31.497126
2017-02-14 16:21:40 84 121.422411 31.496691
2017-02-14 16:21:49 84 121.422758 31.496493
2017-02-14 16:21:59 84 121.423168 31.496255
2017-02-14 16:22:30 84 121.424295 31.495516
2017-02-14 16:23:30 84 121.426401 31.493978
2017-02-14 16:24:40 84 121.428611 31.492026
2017-02-14 16:25:20 85 121.429803 31.490878
2017-02-14 16:26:10 85 121.431385 31.48938
2017-02-14 16:27:10 85 121.433276 31.487631
2017-02-14 16:27:20 84 121.433561 31.487373
2017-02-14 16:27:41 84 121.434223 31.486766
2017-02-14 16:27:49 84 121.434515 31.486511
2017-02-14 16:28:10 84 121.435191 31.485921
2017-02-14 16:28:40 85 121.436125 31.485053
2017-02-14 16:28:50 85 121.436345 31.484848
2017-02-14 16:29:30 84 121.437628 31.483678
2017-02-14 16:29:40 84 121.43797 31.483361
2017-02-14 16:30:10 84 121.438935 31.482473
2017-02-14 16:30:19 84 121.439215 31.482213
2017-02-14 16:30:30 84 121.439558 31.481893
2017-02-14 16:30:39 84 121.439833 31.481628
2017-02-14 16:31:01 84 121.440468 31.481008
2017-02-14 16:31:11 84 121.44077 31.480718
2017-02-14 16:31:29 84 121.441311 31.48018
2017-02-14 16:31:50 84 121.441986 31.479528
2017-02-14 16:32:01 85 121.442293 31.479233
2017-02-14 16:32:10 85 121.442478 31.479056
2017-02-14 16:32:39 85 121.443531 31.478035
2017-02-14 16:33:11 86 121.444335 31.477245
2017-02-14 16:33:40 87 121.445416 31.4762
2017-02-14 16:33:59 87 121.446023 31.475621
2017-02-14 16:34:21 88 121.446706 31.474983
2017-02-14 16:34:40 89 121.44732 31.474435
2017-02-14 16:34:59 89 121.44796 31.473843
2017-02-14 16:35:50 89 121.449611 31.472255
2017-02-14 16:36:21 89 121.450436 31.47125
2017-02-14 16:36:50 90 121.4513 31.470215
2017-02-14 16:37:10 90 121.451838 31.469505
2017-02-14 16:37:29 91 121.452336 31.46883
2017-02-14 16:37:50 90 121.452856 31.468108
2017-02-14 16:38:00 90 121.453131 31.467755
2017-02-14 16:38:11 90 121.453428 31.467358
2017-02-14 16:38:20 90 121.453696 31.467005
2017-02-14 16:38:29 90 121.453935 31.466688
2017-02-14 16:39:10 90 121.455046 31.46527
2017-02-14 16:39:29 89 121.455565 31.464613
2017-02-14 16:39:50 89 121.456091 31.463916
2017-02-14 16:40:10 88 121.456655 31.463143
2017-02-14 16:40:30 88 121.457153 31.462433
2017-02-14 16:40:51 88 121.457628 31.461821
2017-02-14 16:41:30 87 121.458793 31.460418
2017-02-14 16:41:50 88 121.459275 31.459801
2017-02-14 16:42:00 88 121.459531 31.459461
2017-02-14 16:42:51 88 121.460848 31.457726
2017-02-14 16:43:00 88 121.461116 31.457383
2017-02-14 16:43:50 88 121.462451 31.455675
2017-02-14 16:44:10 89 121.463001 31.455003
2017-02-14 16:44:29 89 121.463551 31.454326
2017-02-14 16:44:39 89 121.463816 31.453973
2017-02-14 16:45:09 89 121.464608 31.452925
2017-02-14 16:45:19 89 121.464856 31.45257
2017-02-14 16:45:29 89 121.465126 31.452215
2017-02-14 16:46:00 88 121.466025 31.45123
2017-02-14 16:46:09 88 121.466336 31.450928
2017-02-14 16:46:29 89 121.467005 31.450315
2017-02-14 16:46:50 88 121.467698 31.449691
2017-02-14 16:48:20 89 121.470718 31.447078
2017-02-14 16:48:50 90 121.471806 31.446176
2017-02-14 16:49:10 90 121.472506 31.445578
2017-02-14 16:49:19 90 121.472825 31.445311
2017-02-14 16:49:30 90 121.473165 31.445015
2017-02-14 16:49:50 90 121.47389 31.444408
2017-02-14 16:50:11 90 121.474606 31.44383
2017-02-14 16:50:29 90 121.47527 31.443281
2017-02-14 16:50:51 90 121.476021 31.442688
2017-02-14 16:51:10 90 121.47675 31.442121
2017-02-14 16:51:20 90 121.477078 31.441865
2017-02-14 16:51:29 91 121.477438 31.441575
2017-02-14 16:51:41 90 121.477796 31.441281
2017-02-14 16:51:59 91 121.47848 31.440726
2017-02-14 16:52:10 91 121.478913 31.440383
2017-02-14 16:52:30 91 121.479601 31.439831
2017-02-14 16:53:10 92 121.481115 31.438658
2017-02-14 16:53:30 92 121.481815 31.438101
2017-02-14 16:53:40 92 121.482218 31.437773
2017-02-14 16:53:59 92 121.482866 31.437245
2017-02-14 16:54:30 92 121.484011 31.436321
2017-02-14 16:54:49 93 121.484726 31.435776
2017-02-14 16:55:29 93 121.486253 31.43459
2017-02-14 16:55:40 93 121.486673 31.434256
2017-02-14 16:55:49 93 121.486996 31.433983
2017-02-14 16:56:29 92 121.488411 31.432766
2017-02-14 16:56:40 92 121.488801 31.432438
2017-02-14 16:57:00 92 121.48948 31.43186
2017-02-14 16:57:20 91 121.49019 31.43124
2017-02-14 16:57:29 91 121.49054 31.430941
2017-02-14 16:57:41 91 121.490916 31.430611
2017-02-14 16:58:29 91 121.4926 31.42913
2017-02-14 16:58:40 91 121.492938 31.428811
2017-02-14 16:58:50 91 121.493281 31.428498
2017-02-14 16:59:00 92 121.493623 31.428196
2017-02-14 16:59:20 93 121.494335 31.427593
2017-02-14 16:59:50 95 121.495423 31.426666
2017-02-14 17:00:31 96 121.496901 31.425416
2017-02-14 17:00:39 96 121.49729 31.425115
2017-02-14 17:00:50 97 121.497676 31.424816
2017-02-14 17:00:59 96 121.498051 31.424515
2017-02-14 17:01:10 96 121.498473 31.424178
2017-02-14 17:01:20 96 121.498843 31.423928
2017-02-14 17:01:30 96 121.499278 31.423675
2017-02-14 17:01:50 96 121.500166 31.423193
2017-02-14 17:01:59 96 121.500611 31.422958
2017-02-14 17:02:10 96 121.501105 31.422698
2017-02-14 17:02:20 97 121.5015 31.422483
2017-02-14 17:02:30 97 121.501945 31.422246
2017-02-14 17:02:40 97 121.502391 31.422008
2017-02-14 17:03:10 97 121.503738 31.421291
2017-02-14 17:03:20 97 121.504183 31.42105
2017-02-14 17:03:29 97 121.504621 31.4208
2017-02-14 17:03:39 97 121.505055 31.420543
2017-02-14 17:03:48 97 121.505446 31.420318
2017-02-14 17:04:00 97 121.505931 31.420041
2017-02-14 17:04:09 98 121.50637 31.419788
2017-02-14 17:04:21 97 121.506813 31.419538
2017-02-14 17:04:40 98 121.50775 31.419015
2017-02-14 17:04:49 98 121.50815 31.418793
2017-02-14 17:05:10 98 121.509046 31.418303
2017-02-14 17:05:28 98 121.509948 31.417813
2017-02-14 17:05:41 98 121.510446 31.41754
2017-02-14 17:05:59 98 121.511261 31.417091
2017-02-14 17:06:10 98 121.511755 31.416815
2017-02-14 17:06:20 99 121.512215 31.41657
2017-02-14 17:06:28 99 121.512631 31.416355
2017-02-14 17:06:40 99 121.513185 31.416071
2017-02-14 17:06:50 99 121.513558 31.415886
2017-02-14 17:07:00 99 121.514073 31.415628
2017-02-14 17:07:19 99 121.51501 31.415158
2017-02-14 17:07:28 100 121.515433 31.414946
2017-02-14 17:07:48 100 121.516366 31.414471
2017-02-14 17:07:59 100 121.516876 31.414201
2017-02-14 17:08:09 100 121.517345 31.413958
2017-02-14 17:08:20 100 121.517858 31.413695
2017-02-14 17:08:28 100 121.518238 31.413503
2017-02-14 17:08:49 101 121.51923 31.413018
2017-02-14 17:09:00 101 121.519561 31.412855
2017-02-14 17:09:28 101 121.521056 31.412093
2017-02-14 17:09:40 101 121.521616 31.411806
2017-02-14 17:09:49 101 121.522035 31.41159
2017-02-14 17:10:00 101 121.522548 31.411323
2017-02-14 17:10:10 101 121.523015 31.411081
2017-02-14 17:10:20 101 121.523485 31.41084
2017-02-14 17:10:49 100 121.524863 31.410151
2017-02-14 17:11:09 100 121.525875 31.409675
2017-02-14 17:11:31 100 121.526815 31.409221
2017-02-14 17:11:50 100 121.527713 31.408791
2017-02-14 17:12:29 100 121.529635 31.407836
2017-02-14 17:12:49 100 121.530536 31.407398
2017-02-14 17:13:09 100 121.531488 31.40695
2017-02-14 17:13:30 100 121.532476 31.406473
2017-02-14 17:14:00 100 121.533873 31.405765
2017-02-14 17:14:10 100 121.534296 31.405551
2017-02-14 17:14:30 100 121.535286 31.405065
2017-02-14 17:15:38 99 121.531393 31.406995
2017-02-14 17:15:50 100 121.53196 31.406723
2017-02-14 17:16:00 100 121.53243 31.406496
2017-02-14 17:16:10 100 121.53285 31.406286
2017-02-14 17:17:09 100 121.528698 31.408305
2017-02-14 17:17:19 99 121.529165 31.40807
2017-02-14 17:17:38 100 121.530061 31.407628
2017-02-14 17:17:51 100 121.530585 31.407375
2017-02-14 17:18:01 100 121.531065 31.40715
2017-02-14 17:18:09 100 121.531535 31.406926
2017-02-14 17:18:29 100 121.532476 31.406473
2017-02-14 17:18:50 100 121.533453 31.405978
2017-02-14 17:19:00 100 121.533873 31.405765
2017-02-14 17:22:00 101 121.551221 31.397966
2017-02-14 17:22:20 102 121.552175 31.39748
2017-02-14 17:22:29 102 121.552605 31.397258
2017-02-14 17:22:39 102 121.553125 31.396991
2017-02-14 17:22:48 102 121.553551 31.396771
2017-02-14 17:23:00 102 121.554071 31.396506
2017-02-14 17:23:39 103 121.556075 31.39547
2017-02-14 17:24:00 103 121.55704 31.394986
2017-02-14 17:24:29 103 121.558456 31.394213
2017-02-14 17:24:59 103 121.559908 31.393503
2017-02-14 17:25:48 103 121.562345 31.39231
2017-02-14 17:25:58 103 121.562835 31.392071
2017-02-14 17:26:11 104 121.563376 31.391816
2017-02-14 17:26:29 104 121.564301 31.391363
2017-02-14 17:26:39 104 121.564798 31.391121
2017-02-14 17:26:59 104 121.565795 31.39065
2017-02-14 17:27:10 104 121.566345 31.390393
2017-02-14 17:27:19 104 121.56684 31.390161
2017-02-14 17:27:29 104 121.567285 31.389946
2017-02-14 17:27:39 105 121.567826 31.389678
2017-02-14 17:27:50 105 121.568318 31.38943
2017-02-14 17:28:50 106 121.571325 31.38805
2017-02-14 17:28:59 106 121.571796 31.387848
2017-02-14 17:29:10 106 121.57237 31.387613
2017-02-14 17:29:20 106 121.572888 31.387403
2017-02-14 17:29:29 106 121.57341 31.387198
2017-02-14 17:29:41 106 121.573935 31.386995
2017-02-14 17:30:10 107 121.575516 31.386393
2017-02-14 17:30:21 107 121.576048 31.386191
2017-02-14 17:30:29 107 121.576585 31.385985
2017-02-14 17:30:50 107 121.577655 31.385596
2017-02-14 17:30:59 107 121.5782 31.385413
2017-02-14 17:31:30 107 121.579813 31.384858
2017-02-14 17:31:41 107 121.58035 31.384668
2017-02-14 17:31:50 106 121.580881 31.384463
2017-02-14 17:31:59 107 121.581416 31.38426
2017-02-14 17:32:10 107 121.58195 31.384071
2017-02-14 17:32:20 107 121.582436 31.383906
2017-02-14 17:32:30 107 121.583043 31.383718
2017-02-14 17:32:49 107 121.584145 31.383403
2017-02-14 17:33:10 107 121.585248 31.383063
2017-02-14 17:33:30 107 121.586373 31.382671
2017-02-14 17:33:39 107 121.586865 31.382511
2017-02-14 17:33:49 107 121.58747 31.38232
2017-02-14 17:33:59 107 121.58801 31.382138
2017-02-14 17:34:10 107 121.588531 31.381948
2017-02-14 17:34:19 107 121.589065 31.381741
2017-02-14 17:34:29 108 121.589596 31.381518
2017-02-14 17:34:38 107 121.590073 31.381326
2017-02-14 17:34:50 107 121.590641 31.381061
2017-02-14 17:35:10 107 121.5916 31.380493
2017-02-14 17:35:19 107 121.592056 31.380188
2017-02-14 17:35:29 107 121.592513 31.379881
2017-02-14 17:35:39 107 121.592978 31.379593
2017-02-14 17:35:59 107 121.593935 31.379041
2017-02-14 17:37:29 107 121.598246 31.376561
2017-02-14 17:37:50 108 121.59926 31.375965
2017-02-14 17:38:20 108 121.600723 31.375118
2017-02-14 17:38:41 109 121.601808 31.374488
2017-02-14 17:39:01 109 121.602748 31.37395
2017-02-14 17:39:11 110 121.603281 31.373638
2017-02-14 17:39:21 110 121.603728 31.373386
2017-02-14 17:39:51 110 121.605225 31.37255
2017-02-14 17:40:00 110 121.605725 31.372265
2017-02-14 17:40:12 110 121.606278 31.371955
2017-02-14 17:40:31 111 121.607238 31.371426
2017-02-14 17:40:41 111 121.607796 31.371125
2017-02-14 17:40:51 111 121.608258 31.37088
2017-02-14 17:41:10 111 121.609286 31.370331
2017-02-14 17:41:21 111 121.609798 31.37006
2017-02-14 17:41:31 111 121.610325 31.36979
2017-02-14 17:42:10 111 121.612446 31.368791
2017-02-14 17:42:51 112 121.614641 31.367816
2017-02-14 17:43:02 112 121.61508 31.367636
2017-02-14 17:43:31 112 121.616763 31.366921
2017-02-14 17:43:42 112 121.617365 31.366685
2017-02-14 17:43:51 112 121.617923 31.36647
2017-02-14 17:44:01 112 121.61848 31.366248
2017-02-14 17:44:10 113 121.618981 31.36604
2017-02-14 17:44:21 113 121.61953 31.365798
2017-02-14 17:44:31 113 121.620068 31.365546
2017-02-14 17:46:21 114 121.626115 31.36294
2017-02-14 17:47:01 114 121.628353 31.36191
2017-02-14 17:48:11 115 121.632178 31.360141
2017-02-14 17:48:51 114 121.634306 31.359026
2017-02-14 17:49:01 114 121.634833 31.358741
2017-02-14 17:49:22 115 121.635873 31.358188
2017-02-14 17:51:42 116 121.643456 31.354468
2017-02-14 17:54:11 117 121.6517 31.350305
2017-02-14 17:57:12 117 121.661358 31.345023
2017-02-14 17:58:40 117 121.666096 31.342603
2017-02-14 18:04:42 121 121.684825 31.330743
2017-02-14 18:05:01 122 121.685708 31.330046
2017-02-14 18:06:30 123 121.690106 31.326571
2017-02-14 18:13:01 124 121.708315 31.310425
2017-02-27 01:01:42 97 121.73665 28.234148
2017-02-27 01:01:52 96 121.736406 28.233751
2017-02-27 01:02:20 95 121.735758 28.232678
2017-02-27 01:02:40 97 121.73524 28.231918
2017-02-27 01:02:52 96 121.73489 28.231436
2017-02-27 01:03:20 97 121.734156 28.230418
2017-02-27 01:03:40 95 121.733638 28.229641
2017-02-27 01:03:52 97 121.7333 28.229146
2017-02-27 01:04:12 97 121.73283 28.228458
2017-02-27 01:04:20 96 121.732591 28.22812
2017-02-27 01:04:40 95 121.732 28.227415
2017-02-27 01:04:52 95 121.73159 28.226971
2017-02-27 01:05:01 94 121.73136 28.226743
2017-02-27 01:05:12 91 121.730998 28.226396
2017-02-27 01:05:21 91 121.730796 28.226215
2017-02-27 01:05:41 92 121.730128 28.225656
2017-02-27 01:05:51 92 121.72959 28.22523
2017-02-27 01:06:00 92 121.72927 28.224973
2017-02-27 01:06:11 92 121.728873 28.224658
2017-02-27 01:06:21 91 121.728541 28.224413
2017-02-27 01:06:52 92 121.72745 28.223536
2017-02-27 01:07:00 92 121.727143 28.223266
2017-02-27 01:07:21 92 121.726491 28.222636
2017-02-27 01:07:40 92 121.725853 28.221985
2017-02-27 01:07:51 92 121.72551 28.221623
2017-02-27 01:08:00 93 121.725218 28.221336
2017-02-27 01:08:11 91 121.724863 28.22098
2017-02-27 01:08:21 93 121.724668 28.220785
2017-02-27 01:08:40 93 121.723923 28.220041
2017-02-27 01:09:01 92 121.723256 28.219418
2017-02-27 01:09:12 94 121.722898 28.219065
2017-02-27 01:09:21 94 121.722613 28.218758
2017-02-27 01:09:40 94 121.722005 28.218071
2017-02-27 01:09:51 93 121.721678 28.217748
2017-02-27 01:10:00 92 121.721346 28.217433
2017-02-27 01:10:40 94 121.720038 28.216136
2017-02-27 01:10:50 94 121.719713 28.21581
2017-02-27 01:11:00 93 121.719378 28.215488
2017-02-27 01:11:11 94 121.719043 28.215173
2017-02-27 01:11:21 94 121.718683 28.214825
2017-02-27 01:11:31 94 121.718373 28.214488
2017-02-27 01:11:40 95 121.718086 28.214183
2017-02-27 01:11:50 95 121.717758 28.21385
2017-02-27 01:12:00 95 121.717435 28.21352
2017-02-27 01:12:11 94 121.717098 28.213201
2017-02-27 01:12:23 94 121.716733 28.21285
2017-02-27 01:12:32 93 121.716386 28.212535
2017-02-27 01:12:41 93 121.716083 28.212255
2017-02-27 01:13:00 93 121.715388 28.211648
2017-02-27 01:13:22 93 121.71469 28.210973
2017-02-27 01:13:40 94 121.714076 28.210348
2017-02-27 01:13:50 93 121.713756 28.210016
2017-02-27 01:14:01 94 121.7134 28.209655
2017-02-27 01:14:22 93 121.712761 28.209005
2017-02-27 01:14:41 93 121.71213 28.208401
2017-02-27 01:14:51 94 121.711806 28.208076
2017-02-27 01:15:11 92 121.711185 28.207406
2017-02-27 01:15:22 91 121.710821 28.207063
2017-02-27 01:15:31 91 121.71048 28.206763
2017-02-27 01:15:41 90 121.710178 28.206486
2017-02-27 01:16:01 91 121.709523 28.205855
2017-02-27 01:16:21 91 121.708871 28.20515
2017-02-27 01:16:31 91 121.708563 28.204821
2017-02-27 01:16:41 92 121.708246 28.2045
2017-02-27 01:16:51 91 121.708023 28.204276
2017-02-27 01:17:02 92 121.7076 28.203858
2017-02-27 01:17:11 92 121.707303 28.203523
2017-02-27 01:17:21 91 121.707 28.203183
2017-02-27 01:17:31 91 121.706698 28.202843
2017-02-27 01:17:51 91 121.7061 28.202233
2017-02-27 01:18:01 92 121.70574 28.201891
2017-02-27 01:18:12 91 121.705413 28.20158
2017-02-27 01:18:22 91 121.705076 28.201268
2017-02-27 01:18:42 91 121.704445 28.20062
2017-02-27 01:18:51 92 121.704163 28.200331
2017-02-27 01:19:11 90 121.703531 28.19963
2017-02-27 01:19:21 92 121.70322 28.199298
2017-02-27 01:19:41 92 121.702595 28.198645
2017-02-27 01:19:50 93 121.702305 28.198361
2017-02-27 01:20:00 91 121.70199 28.19804
2017-02-27 01:20:11 92 121.701645 28.197678
2017-02-27 01:20:22 94 121.701351 28.197336
2017-02-27 01:20:30 95 121.7011 28.197016
2017-02-27 01:20:41 92 121.700793 28.196626
2017-02-27 01:21:01 92 121.700286 28.196046
2017-02-27 01:21:12 91 121.699861 28.195631
2017-02-27 01:21:22 91 121.699558 28.195356
2017-02-27 01:21:41 91 121.698955 28.194825
2017-02-27 01:21:51 93 121.698546 28.194418
2017-02-27 01:22:01 93 121.698273 28.194125
2017-02-27 01:22:22 91 121.697615 28.193445
2017-02-27 01:22:30 91 121.697296 28.193126
2017-02-27 01:22:41 91 121.696973 28.192815
2017-02-27 01:22:51 92 121.696658 28.192498
2017-02-27 01:23:01 91 121.696356 28.192168
2017-02-27 01:23:12 92 121.696055 28.191831
2017-02-27 01:23:21 92 121.695738 28.191498
2017-02-27 01:23:31 91 121.695396 28.191195
2017-02-27 01:23:40 90 121.695055 28.190906
2017-02-27 01:24:01 90 121.694335 28.190353
2017-02-27 01:24:11 91 121.69397 28.190076
2017-02-27 01:24:31 90 121.693248 28.189535
2017-02-27 01:24:51 89 121.692498 28.18904
2017-02-27 01:25:01 89 121.69212 28.188793
2017-02-27 01:25:12 91 121.69174 28.188545
2017-02-27 01:25:21 90 121.691366 28.18829
2017-02-27 01:25:32 90 121.69099 28.188038
2017-02-27 01:25:41 90 121.69062 28.18778
2017-02-27 01:25:51 88 121.690255 28.187508
2017-02-27 01:26:01 90 121.689908 28.187231
2017-02-27 01:26:22 91 121.689266 28.186605
2017-02-27 01:26:31 91 121.68897 28.186271
2017-02-27 01:26:51 90 121.688355 28.185623
2017-02-27 01:27:01 91 121.688036 28.185313
2017-02-27 01:27:32 91 121.68709 28.184346
2017-02-27 01:27:41 92 121.686778 28.184023
2017-02-27 01:27:52 91 121.686463 28.183703
2017-02-27 01:28:02 92 121.68615 28.183381
2017-02-27 01:28:11 91 121.685838 28.183056
2017-02-27 01:28:20 91 121.685525 28.182728
2017-02-27 01:28:31 91 121.685278 28.182465
2017-02-27 01:28:40 92 121.684913 28.182071
2017-02-27 01:28:51 93 121.684606 28.181738
2017-02-27 01:29:02 92 121.684281 28.181423
2017-02-27 01:29:11 91 121.683965 28.181105
2017-02-27 01:29:20 92 121.683638 28.180791
2017-02-27 01:29:31 92 121.683295 28.180438
2017-02-27 01:29:40 92 121.682986 28.180101
2017-02-27 01:29:50 94 121.682683 28.179756
2017-02-27 01:30:01 94 121.68242 28.17945
2017-02-27 01:30:21 92 121.681785 28.17875
2017-02-27 01:30:31 94 121.681451 28.17843
2017-02-27 01:30:40 92 121.68112 28.178108
2017-02-27 01:31:10 92 121.680128 28.17716
2017-02-27 01:31:20 92 121.679806 28.176836
2017-02-27 01:31:31 92 121.679491 28.176508
2017-02-27 01:31:42 93 121.679168 28.176178
2017-02-27 01:31:51 92 121.678855 28.17585
2017-02-27 01:32:02 92 121.678556 28.175556
2017-02-27 01:32:10 92 121.678198 28.175203
2017-02-27 01:32:22 92 121.677871 28.174888
2017-02-27 01:32:30 92 121.677538 28.17457
2017-02-27 01:32:42 93 121.677273 28.174316
2017-02-27 01:32:51 93 121.676881 28.17393
2017-02-27 01:33:01 92 121.676556 28.173603
2017-02-27 01:33:11 92 121.676296 28.173346
2017-02-27 01:33:22 93 121.675908 28.172956
2017-02-27 01:33:31 92 121.675576 28.172633
2017-02-27 01:33:42 93 121.67526 28.172308
2017-02-27 01:33:51 93 121.674936 28.171986
2017-02-27 01:34:02 94 121.674615 28.171658
2017-02-27 01:34:10 92 121.674361 28.171396
2017-02-27 01:34:32 92 121.673685 28.170761
2017-02-27 01:34:42 92 121.673275 28.170398
2017-02-27 01:35:02 93 121.672593 28.169793
2017-02-27 01:35:22 92 121.671938 28.16916
2017-02-27 01:35:32 94 121.671693 28.16889
2017-02-27 01:35:42 93 121.671333 28.168476
2017-02-27 01:36:01 93 121.670781 28.167755
2017-02-27 01:36:11 95 121.670503 28.167396
